node_id,raw_id,node_type,display_name,handle,channel_id,channel_name,category,source_query,view_count,n_comentarios_observados,n_videos_comentados,n_canales_comentados,degree,degree_centrality,strength,betweenness_ponderada,betweenness_no_ponderada,closeness_wf,harmonic,harmonic_normalizada,pagerank,eigenvector,k_core,clustering_ponderado,componente_id,tamano_de_su_componente,es_punto_articulacion,rank_strength,rank_betweenness,rank_pagerank
A:UC2ngpd8UBQu4gcUYy0goAtg,UC2ngpd8UBQu4gcUYy0goAtg,author,@juliohernandez7438,@juliohernandez7438,,,,,,1,1,1,12,0.036254,12,0.0,0.0,0.208462,81.8167,0.24718,0.00254861,,12,0.5,0,276,False,284,10,276
A:UCAxvOOHQk7dYPOajzFEVtbA,UCAxvOOHQk7dYPOajzFEVtbA,author,@ruddydepaz322,@ruddydepaz322,,,,,,2,1,1,12,0.036254,12,0.0,0.0,0.208462,81.8167,0.24718,0.00254861,,12,0.5,0,276,False,284,10,276
A:UCIXLDYqR_syskKRJy_x9W9Q,UCIXLDYqR_syskKRJy_x9W9Q,author,@carlitosramirez4739,@carlitosramirez4739,,,,,,1,1,1,12,0.036254,12,0.0,0.0,0.208462,81.8167,0.24718,0.00254861,,12,0.5,0,276,False,284,10,276
A:UCLXYp1Cvc5DLtq5UQL5D9vw,UCLXYp1Cvc5DLtq5UQL5D9vw,author,@jorgecifuentes-m5g,@jorgecifuentes-m5g,,,,,,1,1,1,12,0.036254,12,0.0,0.0,0.208462,81.8167,0.24718,0.00254861,,12,0.5,0,276,False,284,10,276
A:UCO0zwwLWGyDgQmWPJ5Qrr1w,UCO0zwwLWGyDgQmWPJ5Qrr1w,author,@elsalvador3605,@elsalvador3605,,,,,,1,1,1,12,0.036254,12,0.0,0.0,0.208462,81.8167,0.24718,0.00254861,,12,0.5,0,276,False,284,10,276
A:UCXN2s7DwTJm33xO-pNkAdaA,UCXN2s7DwTJm33xO-pNkAdaA,author,@edithsan7688,@edithsan7688,,,,,,1,1,1,12,0.036254,12,0.0,0.0,0.208462,81.8167,0.24718,0.00254861,,12,0.5,0,276,False,284,10,276
A:UC_3xuTXvMIWU5MYP9HkJ3vQ,UC_3xuTXvMIWU5MYP9HkJ3vQ,author,@Historia-wm4os,@Historia-wm4os,,,,,,1,1,1,12,0.036254,12,0.0,0.0,0.208462,81.8167,0.24718,0.00254861,,12,0.5,0,276,False,284,10,276
A:UCfXykdbSU97rj987LDUGfvg,UCfXykdbSU97rj987LDUGfvg,author,@MariaSantos-c8y3h,@MariaSantos-c8y3h,,,,,,1,1,1,12,0.036254,12,0.0,0.0,0.208462,81.8167,0.24718,0.00254861,,12,0.5,0,276,False,284,10,276
A:UCfjhejO7LZy4doXURa7LZCQ,UCfjhejO7LZy4doXURa7LZCQ,author,@HonwayLee-z5g,@HonwayLee-z5g,,,,,,1,1,1,12,0.036254,12,0.0,0.0,0.208462,81.8167,0.24718,0.00254861,,12,0.5,0,276,False,284,10,276
A:UCq3mDTTRZnUybct5M9OSXbg,UCq3mDTTRZnUybct5M9OSXbg,author,@MacoMorales-i2i2d,@MacoMorales-i2i2d,,,,,,1,1,1,12,0.036254,12,0.0,0.0,0.208462,81.8167,0.24718,0.00254861,,12,0.5,0,276,False,284,10,276
A:UCvl1tzQeBeGy6efPTRJXSCw,UCvl1tzQeBeGy6efPTRJXSCw,author,@RaulPerez-cw2vi,@RaulPerez-cw2vi,,,,,,1,1,1,12,0.036254,12,0.0,0.0,0.208462,81.8167,0.24718,0.00254861,,12,0.5,0,276,False,284,10,276
A:UCwCfs-2zbD5k0lG-UVg_JBw,UCwCfs-2zbD5k0lG-UVg_JBw,author,@JessicaHuaz-96,@JessicaHuaz-96,,,,,,1,1,1,12,0.036254,12,0.0,0.0,0.208462,81.8167,0.24718,0.00254861,,12,0.5,0,276,False,284,10,276
A:UC5wuDq3U3vRAhOQI3D7gNdw,UC5wuDq3U3vRAhOQI3D7gNdw,author,@allanreneramirezgonzalez534,@allanreneramirezgonzalez534,,,,,,1,1,1,9,0.02719,9,0.0,0.0,0.341772,125.8167,0.380111,0.00192283,,9,0.50361,0,276,False,296,10,310
A:UCJp3OrVYcBorC94sKwdch_A,UCJp3OrVYcBorC94sKwdch_A,author,@ULJoshmg2011,@ULJoshmg2011,,,,,,1,1,1,9,0.02719,9,0.0,0.0,0.341772,125.8167,0.380111,0.00192283,,9,0.50361,0,276,False,296,10,310
A:UCVC2QugcI1G4RvlCiUqd1aQ,UCVC2QugcI1G4RvlCiUqd1aQ,author,@rwdm76,@rwdm76,,,,,,2,1,1,9,0.02719,9,0.0,0.0,0.341772,125.8167,0.380111,0.00192283,,9,0.50361,0,276,False,296,10,310
A:UCZOmq6MwFDVoCaEl99BRRaw,UCZOmq6MwFDVoCaEl99BRRaw,author,@daniloarevalo3170,@daniloarevalo3170,,,,,,1,1,1,9,0.02719,9,0.0,0.0,0.341772,125.8167,0.380111,0.00192283,,9,0.50361,0,276,False,296,10,310
A:UC_6KbBY1bsYXz9fwFS0eQRg,UC_6KbBY1bsYXz9fwFS0eQRg,author,@imrcp5694,@imrcp5694,,,,,,1,1,1,9,0.02719,9,0.0,0.0,0.341772,125.8167,0.380111,0.00192283,,9,0.50361,0,276,False,296,10,310
A:UCjJf-AJKRFFWtiN-CSwkDmA,UCjJf-AJKRFFWtiN-CSwkDmA,author,@2jose82,@2jose82,,,,,,1,1,1,9,0.02719,9,0.0,0.0,0.341772,125.8167,0.380111,0.00192283,,9,0.50361,0,276,False,296,10,310
A:UCnU8wO1OurAmGstDw6VGjgQ,UCnU8wO1OurAmGstDw6VGjgQ,author,@cmorera21,@cmorera21,,,,,,1,1,1,9,0.02719,9,0.0,0.0,0.341772,125.8167,0.380111,0.00192283,,9,0.50361,0,276,False,296,10,310
A:UC094EFEmMSdwVa8NQjjYBXg,UC094EFEmMSdwVa8NQjjYBXg,author,@CelestinoQuej-j7k,@CelestinoQuej-j7k,,,,,,1,1,1,6,0.018127,6,0.0,0.0,0.298269,110.5667,0.334038,0.00166976,,6,0.5,0,276,False,303,10,323
A:UC3iIU62XKUOWuqL8BqBzj9A,UC3iIU62XKUOWuqL8BqBzj9A,author,@antonioduarte2288,@antonioduarte2288,,,,,,1,1,1,6,0.018127,6,0.0,0.0,0.298269,110.5667,0.334038,0.00166976,,6,0.5,0,276,False,303,10,323
A:UC4kg7zuTfqQKLd2bkZrSYBA,UC4kg7zuTfqQKLd2bkZrSYBA,author,@zoilagarcia9019,@zoilagarcia9019,,,,,,1,1,1,6,0.018127,6,0.0,0.0,0.252179,93.95,0.283837,0.00180638,,6,0.5,0,276,False,303,10,317
A:UC5PrBbmUlQolwqmiru7yZhw,UC5PrBbmUlQolwqmiru7yZhw,author,@lazarochavez8269,@lazarochavez8269,,,,,,1,1,1,6,0.018127,6,0.0,0.0,0.298269,110.5667,0.334038,0.00166976,,6,0.5,0,276,False,303,10,323
A:UC9Wp6vL5oCU37qC3Aj94WZA,UC9Wp6vL5oCU37qC3Aj94WZA,author,@ManuelSanchez-b8q2z,@ManuelSanchez-b8q2z,,,,,,1,1,1,6,0.018127,6,0.0,0.0,0.298269,110.5667,0.334038,0.00166976,,6,0.5,0,276,False,303,10,323
A:UCBtB5dIyx-C16UN8ClUD2UA,UCBtB5dIyx-C16UN8ClUD2UA,author,@alexmonzon4257,@alexmonzon4257,,,,,,1,1,1,6,0.018127,6,0.0,0.0,0.252179,93.95,0.283837,0.00180638,,6,0.5,0,276,False,303,10,317
A:UCFFrEmn6lPYiWyElpfzTy5Q,UCFFrEmn6lPYiWyElpfzTy5Q,author,@denilsonlopez4083,@denilsonlopez4083,,,,,,1,1,1,6,0.018127,6,0.0,0.0,0.252179,93.95,0.283837,0.00180638,,6,0.5,0,276,False,303,10,317
A:UCGm3gRBEHGRJYmtCryZLtDw,UCGm3gRBEHGRJYmtCryZLtDw,author,@JoséLopez-g6k,@JoséLopez-g6k,,,,,,1,1,1,6,0.018127,6,0.0,0.0,0.298269,110.5667,0.334038,0.00166976,,6,0.5,0,276,False,303,10,323
A:UCHu8x4MVkayU6VgwVKd--MQ,UCHu8x4MVkayU6VgwVKd--MQ,author,@Hernandez-i1o,@Hernandez-i1o,,,,,,1,1,1,6,0.018127,6,0.0,0.0,0.298269,110.5667,0.334038,0.00166976,,6,0.5,0,276,False,303,10,323
A:UCLh1Kde4_vI1sTZBkTNP7RQ,UCLh1Kde4_vI1sTZBkTNP7RQ,author,@JoelReynoso-d4r,@JoelReynoso-d4r,,,,,,1,1,1,6,0.018127,6,0.0,0.0,0.252179,93.95,0.283837,0.00180638,,6,0.5,0,276,False,303,10,317
A:UCfRqgt2O-vjzUDMZY_tnxQw,UCfRqgt2O-vjzUDMZY_tnxQw,author,@Williams-Garcia67E,@Williams-Garcia67E,,,,,,1,1,1,6,0.018127,6,0.0,0.0,0.252179,93.95,0.283837,0.00180638,,6,0.5,0,276,False,303,10,317
A:UCk4O-J1BhoqPmig1KLGJePA,UCk4O-J1BhoqPmig1KLGJePA,author,@lazarobarillas3575,@lazarobarillas3575,,,,,,1,1,1,6,0.018127,6,0.0,0.0,0.252179,93.95,0.283837,0.00180638,,6,0.5,0,276,False,303,10,317
A:UCGj2v6Gl5bN8NSrzJMXS-CA,UCGj2v6Gl5bN8NSrzJMXS-CA,author,@juliogutierrez492,@juliogutierrez492,,,,,,1,1,1,5,0.015106,5,0.0,0.0,0.248612,90.4333,0.273212,0.00199645,,5,0.5,0,276,False,315,10,305
A:UCOARn3hnfkB7-_Rwa8Hoqcw,UCOARn3hnfkB7-_Rwa8Hoqcw,author,@nicelol5241,@nicelol5241,,,,,,1,1,1,5,0.015106,5,0.0,0.0,0.248612,90.4333,0.273212,0.00199645,,5,0.5,0,276,False,315,10,305
A:UCVhif9eV0f8plICen2DnpKA,UCVhif9eV0f8plICen2DnpKA,author,@blogarteplus,@blogarteplus,,,,,,1,1,1,5,0.015106,5,0.0,0.0,0.248612,90.4333,0.273212,0.00199645,,5,0.5,0,276,False,315,10,305
A:UCZIQnb1fkwe39Iw2TAu-bGA,UCZIQnb1fkwe39Iw2TAu-bGA,author,@jorgegomez2237,@jorgegomez2237,,,,,,1,1,1,5,0.015106,5,0.0,0.0,0.248612,90.4333,0.273212,0.00199645,,5,0.5,0,276,False,315,10,305
A:UCyW68EGZey4ao_Vf2cR5Ztg,UCyW68EGZey4ao_Vf2cR5Ztg,author,@ZabalaXabier,@ZabalaXabier,,,,,,1,1,1,5,0.015106,5,0.0,0.0,0.248612,90.4333,0.273212,0.00199645,,5,0.5,0,276,False,315,10,305
A:UCKVzDUqbtdSMBcexaEtMmzQ,UCKVzDUqbtdSMBcexaEtMmzQ,author,@rotorairgroup8409,@rotorairgroup8409,,,,,,1,1,1,3,0.009063,3,0.0,0.0,0.009063,3.0,0.009063,0.00304321,,3,0.5,3,4,False,320,10,164
A:UCNiMNUJvaRJb0_QLClqwVnA,UCNiMNUJvaRJb0_QLClqwVnA,author,@Santiago.Nolasco,@Santiago.Nolasco,,,,,,1,1,1,3,0.009063,3,0.0,0.0,0.009063,3.0,0.009063,0.00304321,,3,0.5,3,4,False,320,10,164
A:UCld2stqxaVSk0QdGncM224A,UCld2stqxaVSk0QdGncM224A,author,@sarahernandez3873,@sarahernandez3873,,,,,,1,1,1,3,0.009063,3,0.0,0.0,0.009063,3.0,0.009063,0.00304321,,3,0.5,3,4,False,320,10,164
A:UCtowGNY2lnlg6O2CkwDgkLg,UCtowGNY2lnlg6O2CkwDgkLg,author,@taniagabrielacelis8434,@taniagabrielacelis8434,,,,,,1,1,1,3,0.009063,3,0.0,0.0,0.009063,3.0,0.009063,0.00304321,,3,0.5,3,4,False,320,10,164
A:UCHGd14aYuZZShLD73dkk6mg,UCHGd14aYuZZShLD73dkk6mg,author,@noemiherrera3152,@noemiherrera3152,,,,,,1,1,1,2,0.006042,2,0.0,0.0,0.006042,2.0,0.006042,0.00304321,,2,0.5,4,3,False,324,10,164
A:UCQIdKuZ-OzuFqy0KjGrgesg,UCQIdKuZ-OzuFqy0KjGrgesg,author,@lyacausa,@lyacausa,,,,,,1,1,1,2,0.006042,2,0.0,0.0,0.006042,2.0,0.006042,0.00304321,,2,0.5,4,3,False,324,10,164
A:UCWWkebAekppaL5b5CNlppuw,UCWWkebAekppaL5b5CNlppuw,author,@ninettmartinez425,@ninettmartinez425,,,,,,1,1,1,2,0.006042,2,0.0,0.0,0.006042,2.0,0.006042,0.00304321,,2,0.5,4,3,False,324,10,164
A:UCJxJC56BSAX-ArD0NAb9qnQ,UCJxJC56BSAX-ArD0NAb9qnQ,author,@alfonsowilian9157,@alfonsowilian9157,,,,,,1,1,1,1,0.003021,1,0.0,0.0,0.003021,1.0,0.003021,0.00304321,,1,0.0,5,2,False,327,10,164
A:UCyor0Mmm0ivLX2jIdyGp84Q,UCyor0Mmm0ivLX2jIdyGp84Q,author,@MiguelJordan-n3g,@MiguelJordan-n3g,,,,,,1,1,1,1,0.003021,1,0.0,0.0,0.003021,1.0,0.003021,0.00304321,,1,0.0,5,2,False,327,10,164
A:UC6xI_MOaxajIWpoP8BH6E_Q,UC6xI_MOaxajIWpoP8BH6E_Q,author,@jahirdiaz5862,@jahirdiaz5862,,,,,,1,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00045648,,0,0.0,6,1,False,329,10,329
A:UCPLW0HE3siElqCgXfgWxMqg,UCPLW0HE3siElqCgXfgWxMqg,author,@elizabethmonterroso7719,@elizabethmonterroso7719,,,,,,1,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00045648,,0,0.0,7,1,False,329,10,329
A:UCQM2tCKRRytVDRxNUfCDqQQ,UCQM2tCKRRytVDRxNUfCDqQQ,author,@elioelias7267,@elioelias7267,,,,,,1,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00045648,,0,0.0,8,1,False,329,10,329
A:UC_NRVt2UP88ZNTwzrZ66JSg,UC_NRVt2UP88ZNTwzrZ66JSg,author,@aditalissethevasquezrojas8039,@aditalissethevasquezrojas8039,,,,,,1,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00045648,,0,0.0,9,1,False,329,10,329
